Electricity.Timestep;Time;Sum [kWh]
0;1/1/2014 12:00 AM;0.0514268455014292
30;1/1/2014 12:30 AM;0.052150272053433
60;1/1/2014 1:00 AM;0.052558690001669
90;1/1/2014 1:30 AM;0.0550461831386272
120;1/1/2014 2:00 AM;0.049425115433116
150;1/1/2014 2:30 AM;0.0578422387180974
180;1/1/2014 3:00 AM;0.0500488703157842
210;1/1/2014 3:30 AM;0.0566315780945334
240;1/1/2014 4:00 AM;0.0499809104895678
270;1/1/2014 4:30 AM;0.0565285254648435
300;1/1/2014 5:00 AM;0.0512242139217536
330;1/1/2014 5:30 AM;0.0502766334353085
360;1/1/2014 6:00 AM;0.0671132325523029
390;1/1/2014 6:30 AM;0.395460079584028
420;1/1/2014 7:00 AM;0.546097987036324
450;1/1/2014 7:30 AM;0.483041696889363
480;1/1/2014 8:00 AM;1.02452888935972
510;1/1/2014 8:30 AM;0.913889942319448
540;1/1/2014 9:00 AM;1.46749361646632
570;1/1/2014 9:30 AM;0.676965106712473
600;1/1/2014 10:00 AM;0.563377672325804
630;1/1/2014 10:30 AM;0.350980513318945
660;1/1/2014 11:00 AM;0.606997049113909
690;1/1/2014 11:30 AM;1.18948171236976
720;1/1/2014 12:00 PM;0.768340080180544
750;1/1/2014 12:30 PM;0.539011898079666
780;1/1/2014 1:00 PM;0.303596160907874
810;1/1/2014 1:30 PM;0.185863576066565
840;1/1/2014 2:00 PM;0.116249375097824
870;1/1/2014 2:30 PM;0.180652690814735
900;1/1/2014 3:00 PM;0.486600018443466
930;1/1/2014 3:30 PM;0.232418016457209
960;1/1/2014 4:00 PM;0.135168811584949
990;1/1/2014 4:30 PM;0.500534665550432
1020;1/1/2014 5:00 PM;0.359945842178224
1050;1/1/2014 5:30 PM;0.121642714793036
1080;1/1/2014 6:00 PM;0.134717583002409
1110;1/1/2014 6:30 PM;0.488952373886367
1140;1/1/2014 7:00 PM;0.872083020044726
1170;1/1/2014 7:30 PM;0.725174536680719
1200;1/1/2014 8:00 PM;0.145441883569536
1230;1/1/2014 8:30 PM;0.143896500384621
1260;1/1/2014 9:00 PM;0.181628085858236
1290;1/1/2014 9:30 PM;0.15928872680575
1320;1/1/2014 10:00 PM;0.198836173223754
1350;1/1/2014 10:30 PM;0.100050127648524
1380;1/1/2014 11:00 PM;0.0553310009611479
1410;1/1/2014 11:30 PM;0.0636289532429226
1440;1/2/2014 12:00 AM;0.043888442715784
1470;1/2/2014 12:30 AM;0.0629331700818881
1500;1/2/2014 1:00 AM;0.0434469454090442
1530;1/2/2014 1:30 AM;0.0620143738445901
1560;1/2/2014 2:00 AM;0.043358625141009
1590;1/2/2014 2:30 AM;0.0632645282960629
1620;1/2/2014 3:00 AM;0.0430123490893257
1650;1/2/2014 3:30 AM;0.0608658806663924
1680;1/2/2014 4:00 AM;0.0435549980318397
1710;1/2/2014 4:30 AM;0.0591594810882196
1740;1/2/2014 5:00 AM;0.0471099709507028
1770;1/2/2014 5:30 AM;0.0564629845800037
1800;1/2/2014 6:00 AM;0.222714234827637
1830;1/2/2014 6:30 AM;0.646017318064935
1860;1/2/2014 7:00 AM;0.465161276253606
1890;1/2/2014 7:30 AM;0.291364092394835
1920;1/2/2014 8:00 AM;0.764069861941507
1950;1/2/2014 8:30 AM;0.464729933661432
1980;1/2/2014 9:00 AM;0.39552661762697
2010;1/2/2014 9:30 AM;0.362576314812774
2040;1/2/2014 10:00 AM;0.22220788079726
2070;1/2/2014 10:30 AM;0.701268788899609
2100;1/2/2014 11:00 AM;1.06986857905985
2130;1/2/2014 11:30 AM;0.284830417898078
2160;1/2/2014 12:00 PM;0.202448683081404
2190;1/2/2014 12:30 PM;0.329909322771734
2220;1/2/2014 1:00 PM;0.588248646640759
2250;1/2/2014 1:30 PM;0.693093566602628
2280;1/2/2014 2:00 PM;1.15095722109524
2310;1/2/2014 2:30 PM;0.518572177687281
2340;1/2/2014 3:00 PM;0.139582783398399
2370;1/2/2014 3:30 PM;0.129982326058624
2400;1/2/2014 4:00 PM;0.997032646880343
2430;1/2/2014 4:30 PM;1.29966143600279
2460;1/2/2014 5:00 PM;0.531990422239058
2490;1/2/2014 5:30 PM;0.176270594731277
2520;1/2/2014 6:00 PM;0.165332716928051
2550;1/2/2014 6:30 PM;0.351202155906451
2580;1/2/2014 7:00 PM;0.965406431074717
2610;1/2/2014 7:30 PM;0.714172593377914
2640;1/2/2014 8:00 PM;0.499770034764566
2670;1/2/2014 8:30 PM;0.119737250815213
2700;1/2/2014 9:00 PM;0.0990856027947928
2730;1/2/2014 9:30 PM;0.444572364626863
2760;1/2/2014 10:00 PM;0.468036149051684
2790;1/2/2014 10:30 PM;0.152165777999361
2820;1/2/2014 11:00 PM;0.108643260271633
2850;1/2/2014 11:30 PM;0.0723576222227726
2880;1/3/2014 12:00 AM;0.0433003881844682
2910;1/3/2014 12:30 AM;0.0619424327213424
2940;1/3/2014 1:00 AM;0.0449413297850646
2970;1/3/2014 1:30 AM;0.0634106889418909
3000;1/3/2014 2:00 AM;0.0438257632833561
3030;1/3/2014 2:30 AM;0.0622679689882175
3060;1/3/2014 3:00 AM;0.0431601139134477
3090;1/3/2014 3:30 AM;0.0619416328990841
3120;1/3/2014 4:00 AM;0.0432178617057529
3150;1/3/2014 4:30 AM;0.0604441770166562
3180;1/3/2014 5:00 AM;0.0462875608068916
3210;1/3/2014 5:30 AM;0.0530983228326205
3240;1/3/2014 6:00 AM;0.0664576944575858
3270;1/3/2014 6:30 AM;0.0659509842225251
3300;1/3/2014 7:00 AM;0.343403520173464
3330;1/3/2014 7:30 AM;0.861451053930073
3360;1/3/2014 8:00 AM;0.43165213551053
3390;1/3/2014 8:30 AM;0.46474184038559
3420;1/3/2014 9:00 AM;0.593821738825973
3450;1/3/2014 9:30 AM;0.102214113670207
3480;1/3/2014 10:00 AM;0.120103351253859
3510;1/3/2014 10:30 AM;0.120677733065529
3540;1/3/2014 11:00 AM;0.111594154372538
3570;1/3/2014 11:30 AM;0.114769612944395
3600;1/3/2014 12:00 PM;0.20321675214691
3630;1/3/2014 12:30 PM;0.255577548898044
3660;1/3/2014 1:00 PM;0.130625449700944
3690;1/3/2014 1:30 PM;0.140674296659746
3720;1/3/2014 2:00 PM;0.249471540733839
3750;1/3/2014 2:30 PM;0.198161049978373
3780;1/3/2014 3:00 PM;0.20941730702661
3810;1/3/2014 3:30 PM;0.191119701265261
3840;1/3/2014 4:00 PM;0.233368795674423
3870;1/3/2014 4:30 PM;0.178581212434691
3900;1/3/2014 5:00 PM;0.172397609265903
